description	biosample	sra	organism	host	date	location	   elevation	lat_lon
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898269	SRS2174142	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing57	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898269	SRS2174142	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing57	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898270	SRS2174144	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing58	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898270	SRS2174144	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing58	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898271	SRS2174145	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing59	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898271	SRS2174145	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing59	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898272	SRS2174146	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing60	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898272	SRS2174146	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing60	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898273	SRS2174147	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing61	35.43738 -80.2077
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898273	SRS2174147	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing61	35.43738 -80.2077
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898274	SRS2174148	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing62	35.43738 -80.2077
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898274	SRS2174148	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing62	35.43738 -80.2077
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898275	SRS2174149	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing63	35.43738 -80.2077
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898275	SRS2174149	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing63	35.43738 -80.2077
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898245	SRS2174119	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing33	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898246	SRS2174120	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing34	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898247	SRS2174150	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing35	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898248	SRS2174121	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing36	35.43738 -80.2077
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898249	SRS2174122	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing37	35.43738 -80.2077
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898250	SRS2174123	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing38	35.43738 -80.2077
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898213	SRS2174088	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing1	36.0832 -85.4823
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898214	SRS2174089	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing2	36.0832 -85.4823
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898215	SRS2174090	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing3	36.0832 -85.4823
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898216	SRS2174091	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing4	36.029 -85.48231
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898217	SRS2174092	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing5	36.029 -85.48231
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898218	SRS2174093	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing6	36.029 -85.48231
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898242	SRS2174116	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing30	missing
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898251	SRS2174124	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing39	missing
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898252	SRS2174125	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing40	missing
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898253	SRS2174126	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing41	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898254	SRS2174127	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing42	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898255	SRS2174128	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing43	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898243	SRS2174117	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing31	missing
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898244	SRS2174118	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing32	missing
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898245	SRS2174119	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing33	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898246	SRS2174120	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing34	35.44456 -80.19875
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898248	SRS2174121	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing36	35.43738 -80.2077
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898249	SRS2174122	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing37	35.43738 -80.2077
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898250	SRS2174123	rhizosphere metagenome	NA	2006-07-19	USA: North Carolina	missing38	35.43738 -80.2077
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898213	SRS2174088	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing1	36.0832 -85.4823
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898222	SRS2174096	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing10	36.08445 -85.51517
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898223	SRS2174098	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing11	36.08445 -85.51517
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898224	SRS2174100	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing12	36.14318 -85.56391
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898225	SRS2174099	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing13	36.14318 -85.56391
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898226	SRS2174101	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing14	36.14318 -85.56391
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898227	SRS2174103	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing15	36.14318 -85.56391
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898228	SRS2174102	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing16	36.08533 -85.50285
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898229	SRS2174104	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing17	36.08533 -85.50285
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898230	SRS2174105	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing18	36.08533 -85.50285
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898231	SRS2174106	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing19	36.08533 -85.50285
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898214	SRS2174089	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing2	36.0832 -85.4823
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898232	SRS2174107	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing20	36.06029 -85.49553
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898233	SRS2174108	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing21	36.06029 -85.49553
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898234	SRS2174109	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing22	36.06029 -85.49553
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898235	SRS2174110	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing23	36.07007 -85.504
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898236	SRS2174111	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing24	36.07007 -85.504
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898237	SRS2174112	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing25	36.07007 -85.504
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898238	SRS2174114	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing26	36.1264 -85.5665
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898239	SRS2174113	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing27	36.1264 -85.5665
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898240	SRS2174115	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing28	36.1264 -85.5665
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898241	SRS2174131	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing29	36.1264 -85.5665
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898215	SRS2174090	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing3	36.0832 -85.4823
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898216	SRS2174091	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing4	36.029 -85.48231
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898217	SRS2174092	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing5	36.029 -85.48231
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898218	SRS2174093	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing6	36.029 -85.48231
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898219	SRS2174094	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing7	36.029 -85.48231
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898220	SRS2174095	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing8	36.08445 -85.51517
MIMS Environmental/Metagenome sample from rhizosphere metagenome	SAMN06898221	SRS2174097	rhizosphere metagenome	NA	2006-07-19	USA: Tennessee	missing9	36.08445 -85.51517
60	SAMN02444412	SRS523864	rhizosphere metagenome	Populus deltoides	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
6	SAMN02444401	SRS523865	rhizosphere metagenome	Quercus phellos	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
7	SAMN02444402	SRS523866	rhizosphere metagenome	Pinus taeda	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
8	SAMN02444403	SRS523868	rhizosphere metagenome	Pinus taeda	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
9	SAMN02444404	SRS523867	rhizosphere metagenome	Quercus phellos	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
11	SAMN02444406	SRS523869	rhizosphere metagenome	Quercus phellos	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
12	SAMN02444407	SRS523870	rhizosphere metagenome	Pinus taeda	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
13	SAMN02444408	SRS523871	rhizosphere metagenome	Quercus phellos	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
13	SAMN02444408	SRS523871	rhizosphere metagenome	Quercus phellos	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
5	SAMN02444414	SRS523872	rhizosphere metagenome	Pinus taeda	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
5	SAMN02444414	SRS523872	rhizosphere metagenome	Pinus taeda	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
4	SAMN02444413	SRS523873	rhizosphere metagenome	Quercus phellos	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
4	SAMN02444413	SRS523873	rhizosphere metagenome	Quercus phellos	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
16	SAMN02444415	SRS523874	rhizosphere metagenome	Pinus taeda	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
16	SAMN02444415	SRS523874	rhizosphere metagenome	Pinus taeda	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
17	SAMN02444416	SRS523875	rhizosphere metagenome	Quercus phellos	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
17	SAMN02444416	SRS523875	rhizosphere metagenome	Quercus phellos	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
20	SAMN02444419	SRS523876	rhizosphere metagenome	Pinus taeda	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
20	SAMN02444419	SRS523876	rhizosphere metagenome	Pinus taeda	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
18	SAMN02444417	SRS523877	rhizosphere metagenome	Pinus taeda	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
18	SAMN02444417	SRS523877	rhizosphere metagenome	Pinus taeda	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
19	SAMN02444418	SRS523878	rhizosphere metagenome	Quercus phellos	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
19	SAMN02444418	SRS523878	rhizosphere metagenome	Quercus phellos	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
80	SAMN02444421	SRS523879	rhizosphere metagenome	Populus deltoides x Populus trichocarpa	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
80	SAMN02444421	SRS523879	rhizosphere metagenome	Populus deltoides x Populus trichocarpa	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
81	SAMN02444422	SRS523880	rhizosphere metagenome	Populus deltoides	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
81	SAMN02444422	SRS523880	rhizosphere metagenome	Populus deltoides	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
82	SAMN02444423	SRS523881	rhizosphere metagenome	Populus deltoides	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
82	SAMN02444423	SRS523881	rhizosphere metagenome	Populus deltoides	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
83	SAMN02444424	SRS523882	rhizosphere metagenome	Populus deltoides	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
83	SAMN02444424	SRS523882	rhizosphere metagenome	Populus deltoides	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
52	SAMN02444409	SRS523883	rhizosphere metagenome	Populus deltoides x Populus trichocarpa	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
52	SAMN02444409	SRS523883	rhizosphere metagenome	Populus deltoides x Populus trichocarpa	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
54	SAMN02444410	SRS523884	rhizosphere metagenome	Populus deltoides	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
54	SAMN02444410	SRS523884	rhizosphere metagenome	Populus deltoides	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
59	SAMN02444411	SRS523885	rhizosphere metagenome	Populus deltoides	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
59	SAMN02444411	SRS523885	rhizosphere metagenome	Populus deltoides	5/20/10	Yadkin River Riparian Zone	NA	35.88533447 -80.81672531
106	SAMN02444397	SRS515893	rhizosphere metagenome	Populus deltoides x Populus trichocarpa	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
106	SAMN02444397	SRS515893	rhizosphere metagenome	Populus deltoides x Populus trichocarpa	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
111	SAMN02444398	SRS523886	rhizosphere metagenome	Populus deltoides	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
111	SAMN02444398	SRS523886	rhizosphere metagenome	Populus deltoides	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
115	SAMN02444399	SRS523887	rhizosphere metagenome	Populus deltoides	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
115	SAMN02444399	SRS523887	rhizosphere metagenome	Populus deltoides	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
119	SAMN02444400	SRS523888	rhizosphere metagenome	Populus deltoides	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
119	SAMN02444400	SRS523888	rhizosphere metagenome	Populus deltoides	5/20/10	Yadkin River Riparian Zone	NA	35.722928 -80.394132
34	SAMN02444427	SRS523897	rhizosphere metagenome	Pinus taeda	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
32	SAMN02444425	SRS523889	rhizosphere metagenome	Pinus taeda	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
32	SAMN02444425	SRS523889	rhizosphere metagenome	Pinus taeda	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
39	SAMN02444432	SRS523890	rhizosphere metagenome	Quercus phellos	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
39	SAMN02444432	SRS523890	rhizosphere metagenome	Quercus phellos	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
38	SAMN02444431	SRS523891	rhizosphere metagenome	Pinus taeda	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
38	SAMN02444431	SRS523891	rhizosphere metagenome	Pinus taeda	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
36	SAMN02444429	SRS523892	rhizosphere metagenome	Pinus taeda	5/20/10	Caney Fork River Riparian Zone	NA	36.101683 -85.832152
